id,status_group
31508,functional needs repair
53891,non functional
61932,non functional
56827,functional
69856,non functional
59624,non functional
68185,non functional
24241,functional needs repair
25647,functional needs repair
52324,functional needs repair
30638,functional needs repair
35327,functional
14648,functional
20156,functional
19081,non functional
67106,non functional
14555,functional needs repair
35700,non functional
4803,non functional
62978,functional needs repair
19269,functional needs repair
26903,non functional
30234,functional needs repair
41519,non functional
73264,functional needs repair
73004,functional needs repair
22020,non functional
22263,functional needs repair
64078,functional
60197,functional
14185,functional needs repair
55570,functional
29746,functional needs repair
9360,functional
14935,functional
58508,non functional
31082,non functional
32612,non functional
45879,functional needs repair
23881,functional needs repair
39417,functional
17959,non functional
67604,functional
65521,functional needs repair
68016,functional needs repair
19695,non functional
40113,functional
8443,functional
42485,functional
42720,functional
9537,functional needs repair
26267,functional needs repair
24035,non functional
10226,non functional
47028,non functional
47207,functional needs repair
16559,functional
33868,non functional
11422,functional needs repair
56888,functional needs repair
3108,functional needs repair
48828,functional
34023,functional needs repair
44658,functional needs repair
52593,non functional
3040,non functional
6829,non functional
4673,functional
3499,functional needs repair
17949,non functional
63394,functional
10159,functional
48217,functional needs repair
44960,non functional
5397,functional
6996,functional needs repair
66197,non functional
4376,functional needs repair
85,non functional
44479,functional needs repair
70067,functional
62364,functional
49597,functional needs repair
9830,functional
33917,non functional
10598,non functional
59390,functional needs repair
54288,functional needs repair
63314,functional needs repair
52861,non functional
7475,non functional
45352,functional
71730,functional needs repair
65882,functional needs repair
6997,non functional
68972,functional
2064,functional needs repair
65182,functional needs repair
27626,functional needs repair
9024,functional needs repair
33719,non functional
73229,non functional
23876,functional needs repair
9282,functional
10705,functional needs repair
39080,functional
60222,functional needs repair
7205,functional needs repair
27194,non functional
61832,non functional
22547,functional needs repair
8431,non functional
59404,non functional
73413,functional
31624,functional needs repair
11456,non functional
28826,functional needs repair
31610,functional needs repair
3182,non functional
44786,non functional
21835,non functional
23067,non functional
14486,functional
22929,functional needs repair
13884,functional needs repair
20965,functional needs repair
74024,functional needs repair
42108,non functional
1483,functional
47026,functional needs repair
16356,functional needs repair
57245,non functional
4953,functional
70577,functional needs repair
62495,non functional
2578,functional
63534,functional needs repair
70160,non functional
65946,functional needs repair
65908,functional
19025,functional
53654,functional needs repair
26930,functional needs repair
38870,non functional
9991,functional
36580,non functional
52494,functional
12054,non functional
28427,functional needs repair
50614,non functional
2456,functional needs repair
27366,functional needs repair
38417,functional needs repair
57240,non functional
69146,functional needs repair
36139,functional needs repair
44846,non functional
41853,functional
71306,functional
